date,time,record_identifier,intensity_rating,name
19080803,1800,NA,TD,AL041908
19080830,1200,NA,TS,AL051908
19080830,1800,NA,TS,AL051908
19080831,0,NA,TS,AL051908
19080831,600,NA,TS,AL051908
19080831,1200,NA,TS,AL051908
19080831,1800,NA,TS,AL051908
19080901,0,NA,TS,AL051908
19080901,600,NA,TS,AL051908
19080901,800,L,TS,AL051908
19080901,1200,NA,TS,AL051908
19080901,1800,NA,TS,AL051908
19080902,0,NA,TS,AL051908
19080902,600,NA,TS,AL051908
19080902,1200,NA,TS,AL051908
19080902,1800,NA,EX,AL051908
19080907,1200,NA,TS,AL061908
19080907,1800,NA,TS,AL061908
19080908,0,NA,TS,AL061908
19080908,600,NA,TS,AL061908
19080908,1200,NA,TS,AL061908
19080908,1800,NA,TS,AL061908
19080909,0,NA,TS,AL061908
19080909,600,NA,TS,AL061908
19080909,1200,NA,TS,AL061908
19080909,1800,NA,TS,AL061908
19080910,0,NA,TS,AL061908
19080910,600,NA,TS,AL061908
19080910,1200,NA,TS,AL061908
19080910,1800,NA,TS,AL061908
19080911,0,NA,TS,AL061908
19080911,600,NA,HU,AL061908
19080911,1200,NA,HU,AL061908
19080911,1800,NA,HU,AL061908
19080912,0,NA,HU,AL061908
19080912,600,NA,HU,AL061908
19080912,1200,NA,HU,AL061908
19080912,1800,NA,HU,AL061908
19080913,0,NA,HU,AL061908
19080913,600,NA,HU,AL061908
19080913,1200,NA,HU,AL061908
19080913,1800,NA,HU,AL061908
19080914,0,NA,HU,AL061908
19080914,600,NA,HU,AL061908
19080914,1200,NA,HU,AL061908
19080914,1800,NA,HU,AL061908
19080915,0,NA,HU,AL061908
19080915,600,NA,HU,AL061908
19080915,1200,NA,HU,AL061908
19080915,1800,NA,HU,AL061908
19080916,0,NA,HU,AL061908
19080916,600,NA,HU,AL061908
19080916,1200,NA,HU,AL061908
19080916,1800,NA,HU,AL061908
19080917,0,NA,HU,AL061908
19080917,600,NA,HU,AL061908
19080917,1200,NA,HU,AL061908
19080917,1800,NA,HU,AL061908
19080918,0,NA,HU,AL061908
19080918,600,NA,HU,AL061908
19080918,1200,NA,HU,AL061908
19080918,1800,NA,TS,AL061908
19080919,0,NA,EX,AL061908
19080919,600,NA,EX,AL061908
19080919,1200,NA,EX,AL061908
19080919,1800,NA,EX,AL061908
19080916,1200,NA,TS,AL071908
19080916,1800,NA,TS,AL071908
19080917,0,NA,TS,AL071908
19080917,600,NA,TS,AL071908
19080917,1200,NA,TS,AL071908
19080917,1800,NA,TS,AL071908
19080918,0,NA,TS,AL071908
19080918,600,NA,TS,AL071908
19080918,1200,NA,TS,AL071908
19080918,1800,NA,TD,AL071908
19080921,1200,NA,TS,AL081908
19080921,1800,NA,TS,AL081908
19080922,0,NA,TS,AL081908
19080922,600,NA,TS,AL081908
19080922,1200,NA,TS,AL081908
19080922,1800,NA,TS,AL081908
19080923,0,NA,TS,AL081908
19080923,600,NA,TS,AL081908
19080923,1200,NA,TS,AL081908
19080923,1800,NA,TS,AL081908
19080924,0,NA,TS,AL081908
19080924,600,NA,TS,AL081908
19080924,1200,NA,TS,AL081908
19080924,1800,NA,TS,AL081908
19080925,0,NA,TS,AL081908
19080925,600,NA,TS,AL081908
19080925,1200,NA,HU,AL081908
19080925,1800,NA,HU,AL081908
19080926,0,NA,HU,AL081908
19080926,600,NA,HU,AL081908
19080926,1200,NA,HU,AL081908
19080926,1800,NA,HU,AL081908
19080927,0,NA,HU,AL081908
19080927,600,NA,HU,AL081908
19080927,1200,NA,HU,AL081908
19080927,1800,NA,HU,AL081908
19080928,0,NA,HU,AL081908
19080928,600,NA,HU,AL081908
19080928,1200,NA,HU,AL081908
19080928,1800,NA,TS,AL081908
19080929,0,NA,HU,AL081908
19080929,600,NA,HU,AL081908
19080929,1200,NA,HU,AL081908
19080929,1800,NA,HU,AL081908
19080930,0,NA,HU,AL081908
19080930,600,NA,HU,AL081908
19080930,1200,NA,HU,AL081908
19080930,1800,NA,HU,AL081908
19081001,0,NA,HU,AL081908
19081001,600,NA,HU,AL081908
19081001,1200,NA,HU,AL081908
19081001,1800,NA,HU,AL081908
19081002,0,NA,HU,AL081908
19081002,600,NA,HU,AL081908
19081002,1200,NA,HU,AL081908
19081002,1800,NA,HU,AL081908
19081003,0,NA,HU,AL081908
19081003,600,NA,HU,AL081908
19081003,1200,NA,HU,AL081908
19081003,1800,NA,HU,AL081908
19081004,0,NA,HU,AL081908
19081004,600,NA,HU,AL081908
19081004,1200,NA,HU,AL081908
19081004,1800,NA,HU,AL081908
19081005,0,NA,HU,AL081908
19081005,600,NA,HU,AL081908
19081005,1200,NA,HU,AL081908
19081005,1800,NA,HU,AL081908
19081006,0,NA,HU,AL081908
19081006,600,NA,HU,AL081908
19081006,1200,NA,HU,AL081908
19081006,1800,NA,TS,AL081908
19081007,0,NA,TS,AL081908
19081007,600,NA,EX,AL081908
19081007,1200,NA,EX,AL081908
19081007,1800,NA,EX,AL081908
19081014,1200,NA,TD,AL091908
19081014,1800,NA,TD,AL091908
19081015,0,NA,TS,AL091908
19081015,600,NA,TS,AL091908
19081015,1200,NA,TS,AL091908
19081015,1800,NA,TS,AL091908
19081016,0,NA,TS,AL091908
19081016,600,NA,TS,AL091908
19081016,1200,NA,HU,AL091908
19081016,1800,NA,HU,AL091908
19081017,0,NA,HU,AL091908
19081017,600,NA,HU,AL091908
19081017,1200,NA,HU,AL091908
19081017,1800,NA,HU,AL091908
19081018,0,NA,HU,AL091908
19081018,600,NA,HU,AL091908
19081018,1200,NA,TS,AL091908
19081018,1800,NA,TS,AL091908
19081019,0,NA,TD,AL091908
19081019,600,NA,TD,AL091908
19081019,1200,NA,EX,AL101908
19081019,1800,NA,EX,AL101908
19081020,0,NA,EX,AL101908
19081020,600,NA,EX,AL101908
19081020,1200,NA,TS,AL101908
19081020,1800,NA,TS,AL101908
19081021,0,NA,TS,AL101908
19081021,600,NA,TS,AL101908
19081021,1200,NA,TS,AL101908
19081021,1800,NA,TS,AL101908
19081022,0,NA,TS,AL101908
19081022,600,NA,TS,AL101908
19081022,1200,NA,TS,AL101908
19081022,1800,NA,TS,AL101908
19081023,0,NA,TS,AL101908
19081023,600,NA,EX,AL101908
19081023,1200,NA,EX,AL101908
19081023,1800,NA,EX,AL101908
19090615,0,NA,TD,AL011909
19090615,600,NA,TD,AL011909
19090615,1200,NA,TS,AL011909
19090615,1800,NA,TS,AL011909
19090616,0,NA,TS,AL011909
19090616,600,NA,TS,AL011909
19090616,1200,NA,TS,AL011909
19090616,1800,NA,TS,AL011909
19090617,0,NA,TS,AL011909
19090617,600,NA,TS,AL011909
19090617,1200,NA,TS,AL011909
19090617,1800,NA,TS,AL011909
19090618,0,NA,TS,AL011909
19090618,600,NA,TS,AL011909
19090618,1200,NA,TS,AL011909
19090618,1800,NA,TS,AL011909
19090619,0,NA,TS,AL011909
19090619,600,NA,TS,AL011909
19090619,1200,NA,TD,AL011909
19090619,1800,NA,TD,AL011909
19090625,1200,NA,TS,AL021909
19090625,1800,NA,TS,AL021909
19090626,0,NA,TS,AL021909
19090626,600,NA,TS,AL021909
19090626,1200,NA,TS,AL021909
19090626,1800,NA,TS,AL021909
19090627,0,NA,TS,AL021909
19090627,600,NA,TS,AL021909
19090627,1200,NA,TS,AL021909
19090627,1800,NA,TS,AL021909
19090628,0,NA,TS,AL021909
19090628,600,NA,TS,AL021909
19090628,1200,NA,TS,AL021909
19090628,1800,NA,TS,AL021909
19090629,0,NA,HU,AL021909
19090629,600,NA,HU,AL021909
19090629,1200,NA,HU,AL021909
19090629,1700,L,HU,AL021909
19090629,1800,NA,HU,AL021909
19090630,0,NA,TS,AL021909
19090630,600,NA,TS,AL021909
19090630,1200,NA,TD,AL021909
19090626,1200,NA,TD,AL031909
19090626,1800,NA,TD,AL031909
19090627,0,NA,TD,AL031909
19090627,600,NA,TD,AL031909
19090627,1200,NA,TS,AL031909
19090627,1800,NA,TS,AL031909
19090628,0,NA,TS,AL031909
19090628,600,NA,TS,AL031909
19090628,1200,NA,TS,AL031909
19090628,1800,NA,TS,AL031909
19090628,2e3,L,TS,AL031909
19090629,0,NA,TS,AL031909
19090629,600,NA,TS,AL031909
19090629,1200,NA,TS,AL031909
19090629,1800,NA,TS,AL031909
19090630,0,NA,TS,AL031909
19090630,600,NA,TS,AL031909
19090630,1200,NA,TS,AL031909
19090630,1400,L,TS,AL031909
19090630,1800,NA,TD,AL031909
19090701,0,NA,TD,AL031909
19090701,600,NA,TD,AL031909
19090701,1200,NA,TD,AL031909
19090701,1800,NA,TD,AL031909
19090702,0,NA,TD,AL031909
19090702,600,NA,TD,AL031909
19090702,1200,NA,TD,AL031909
19090702,1800,NA,TD,AL031909
19090703,0,NA,TD,AL031909
19090703,600,NA,TD,AL031909
19090703,1200,NA,TD,AL031909
19090703,1800,NA,TD,AL031909
19090704,0,NA,TD,AL031909
19090704,600,NA,TD,AL031909
19090704,1200,NA,TD,AL031909
19090704,1800,NA,TD,AL031909
19090713,1200,NA,TD,AL041909
19090713,1800,NA,TD,AL041909
19090714,0,NA,TD,AL041909
19090714,600,NA,TD,AL041909
19090714,1200,NA,TD,AL041909
19090714,1800,NA,TD,AL041909
19090715,0,NA,TD,AL041909
19090715,600,NA,TD,AL041909
19090715,1200,NA,TD,AL041909
19090715,1800,NA,TD,AL041909
19090716,0,NA,TD,AL041909
19090716,600,NA,TD,AL041909
19090716,1200,NA,TD,AL041909
19090716,1800,NA,TD,AL041909
19090717,0,NA,TS,AL041909
19090717,600,NA,TS,AL041909
19090717,1200,NA,TS,AL041909
19090717,1800,NA,TS,AL041909
19090718,0,NA,TS,AL041909
19090718,600,NA,TS,AL041909
19090718,1200,NA,TS,AL041909
19090718,1800,NA,HU,AL041909
19090719,0,NA,HU,AL041909
19090719,600,NA,HU,AL041909
19090719,1200,NA,HU,AL041909
19090719,1800,NA,HU,AL041909
19090720,0,NA,HU,AL041909
19090720,600,NA,HU,AL041909
19090720,1200,NA,HU,AL041909
19090720,1800,NA,HU,AL041909
19090721,0,NA,HU,AL041909
19090721,600,NA,HU,AL041909
19090721,1200,NA,HU,AL041909
19090721,1700,L,HU,AL041909
19090721,1800,NA,HU,AL041909
19090722,0,NA,HU,AL041909
19090722,600,NA,TD,AL041909
19090722,1200,NA,TD,AL041909
19090806,0,NA,TD,AL051909
19090806,600,NA,TD,AL051909
19090806,1200,NA,TD,AL051909
19090806,1800,NA,TD,AL051909
19090807,0,NA,TS,AL051909
19090807,600,NA,TS,AL051909
19090807,1200,NA,TS,AL051909
19090807,1800,NA,TS,AL051909
19090808,0,NA,TS,AL051909
19090808,600,NA,TS,AL051909
19090808,1200,NA,TD,AL051909
19090808,1800,NA,TD,AL051909
19090809,0,NA,TD,AL051909
19090809,600,NA,TS,AL051909
19090809,1200,NA,TS,AL051909
19090809,1800,NA,TS,AL051909
19090810,0,NA,TS,AL051909
19090810,600,NA,TS,AL051909
19090810,1200,NA,TD,AL051909
19090810,1800,NA,TD,AL051909
19090820,600,NA,TS,AL061909
19090820,1200,NA,TS,AL061909
19090820,1800,NA,HU,AL061909
19090821,0,NA,HU,AL061909
19090821,600,NA,HU,AL061909
19090821,1200,NA,HU,AL061909
19090821,1800,NA,HU,AL061909
19090822,0,NA,HU,AL061909
19090822,600,NA,HU,AL061909
19090822,1200,NA,HU,AL061909
19090822,1800,NA,HU,AL061909
19090823,0,NA,HU,AL061909
19090823,600,NA,HU,AL061909
19090823,1200,NA,HU,AL061909
19090823,1800,NA,HU,AL061909
19090824,0,NA,HU,AL061909
19090824,600,NA,HU,AL061909
19090824,1200,NA,HU,AL061909
19090824,1800,NA,HU,AL061909
19090825,0,NA,HU,AL061909
19090825,600,NA,HU,AL061909
19090825,1200,NA,HU,AL061909
19090825,1800,NA,HU,AL061909
19090826,0,NA,HU,AL061909
19090826,600,NA,HU,AL061909
19090826,1200,NA,HU,AL061909
19090826,1800,NA,HU,AL061909
19090827,0,NA,HU,AL061909
19090827,600,NA,HU,AL061909
19090827,1200,NA,HU,AL061909
19090827,1800,NA,HU,AL061909
19090828,0,NA,HU,AL061909
19090828,600,NA,TS,AL061909
19090828,1200,NA,TS,AL061909
19090822,0,NA,TD,AL071909
19090822,600,NA,TD,AL071909
19090822,1200,NA,TD,AL071909
19090822,1800,NA,TD,AL071909
19090823,0,NA,TS,AL071909
19090823,600,NA,TS,AL071909
19090823,1200,NA,TS,AL071909
19090823,1800,NA,TS,AL071909
19090824,0,NA,TS,AL071909
19090824,600,NA,TS,AL071909
19090824,1200,NA,TS,AL071909
19090824,1800,NA,TD,AL071909
19090825,0,NA,TD,AL071909
19090825,600,NA,TD,AL071909
19090828,0,NA,TS,AL081909
19090828,600,NA,TS,AL081909
19090828,1200,NA,TS,AL081909
19090828,1800,NA,TS,AL081909
19090829,0,NA,TS,AL081909
19090829,600,NA,TS,AL081909
19090829,900,L,TS,AL081909
19090829,1200,NA,TS,AL081909
19090829,1800,NA,TS,AL081909
19090830,0,NA,TD,AL081909
19090830,600,NA,TD,AL081909
19090830,1200,NA,TD,AL081909
19090830,1800,NA,TD,AL081909
19090831,0,NA,TS,AL081909
19090831,600,NA,TS,AL081909
19090831,1200,NA,TS,AL081909
19090831,1800,NA,TD,AL081909
19090913,1200,NA,TD,AL091909
19090913,1800,NA,TD,AL091909
19090914,0,NA,TD,AL091909
19090914,600,NA,TD,AL091909
19090914,1200,NA,TD,AL091909
19090914,1800,NA,TD,AL091909
19090915,0,NA,TS,AL091909
19090915,600,NA,TS,AL091909
19090915,1200,NA,TS,AL091909
19090915,1800,NA,TS,AL091909
19090916,0,NA,TS,AL091909
19090916,600,NA,TS,AL091909
19090916,1200,NA,HU,AL091909
19090916,1800,NA,HU,AL091909
19090917,0,NA,HU,AL091909
19090917,600,NA,HU,AL091909
19090917,1200,NA,HU,AL091909
19090917,1800,NA,HU,AL091909
19090918,0,NA,HU,AL091909
19090918,600,NA,HU,AL091909
19090918,1200,NA,HU,AL091909
19090918,1800,NA,HU,AL091909
19090919,0,NA,HU,AL091909
19090919,600,NA,HU,AL091909
19090919,1200,NA,HU,AL091909
19090919,1800,NA,HU,AL091909
19090920,0,NA,HU,AL091909
19090920,600,NA,HU,AL091909
19090920,1200,NA,HU,AL091909
19090920,1800,NA,HU,AL091909
19090921,0,L,HU,AL091909
19090921,600,NA,HU,AL091909
19090921,1200,NA,TS,AL091909
19090921,1800,NA,TS,AL091909
19090922,0,NA,TD,AL091909
19090924,0,NA,TD,AL101909
19090924,600,NA,TD,AL101909
19090924,1200,NA,TD,AL101909
19090924,1800,NA,TD,AL101909
19090925,0,NA,TD,AL101909
19090925,600,NA,TD,AL101909
19090925,1200,NA,TD,AL101909
19090925,1800,NA,TD,AL101909
19090926,0,NA,TD,AL101909
19090926,600,NA,TD,AL101909
19090926,1200,NA,TS,AL101909
19090926,1800,NA,TS,AL101909
19090927,0,NA,TS,AL101909
19090927,600,NA,TS,AL101909
19090927,1200,NA,TS,AL101909
19090927,1800,NA,TS,AL101909
19090928,0,NA,TS,AL101909
19090928,600,NA,TS,AL101909
19090928,1200,NA,TS,AL101909
19090928,1800,NA,TS,AL101909
19090929,0,NA,TD,AL101909
19091006,1200,NA,TD,AL111909
19091006,1800,NA,TD,AL111909
19091007,0,NA,TS,AL111909
19091007,600,NA,TS,AL111909
19091007,1200,NA,TS,AL111909
19091007,1800,NA,TS,AL111909
19091008,0,NA,TS,AL111909
19091008,600,NA,TS,AL111909
19091008,1200,NA,HU,AL111909
19091008,1800,NA,HU,AL111909
19091009,0,NA,HU,AL111909
19091009,600,NA,HU,AL111909
19091009,1200,NA,HU,AL111909
19091009,1800,NA,HU,AL111909
19091010,0,NA,HU,AL111909
19091010,600,NA,HU,AL111909
19091010,1200,NA,HU,AL111909
19091010,1800,NA,HU,AL111909
19091011,0,NA,HU,AL111909
19091011,600,NA,HU,AL111909
19091011,1200,NA,HU,AL111909
19091011,1800,L,HU,AL111909
19091012,0,NA,HU,AL111909
19091012,600,NA,HU,AL111909
19091012,1200,NA,HU,AL111909
19091012,1800,NA,TS,AL111909
19091013,0,NA,TS,AL111909
19091013,600,NA,TS,AL111909
19091013,1200,NA,TS,AL111909
19091013,1800,NA,TD,AL111909
19091108,1200,NA,TS,AL121909
19091108,1800,NA,TS,AL121909
19091109,0,NA,TS,AL121909
19091109,600,NA,TS,AL121909
19091109,1200,NA,TS,AL121909
19091109,1800,NA,TS,AL121909
19091110,0,NA,TS,AL121909
19091110,600,NA,TS,AL121909
19091110,1200,NA,TS,AL121909
19091110,1800,NA,TS,AL121909
19091111,0,NA,TS,AL121909
19091111,600,NA,TS,AL121909
19091111,1200,NA,TS,AL121909
19091111,1800,NA,TS,AL121909
19091112,0,NA,TS,AL121909
19091112,600,NA,HU,AL121909
19091112,1200,NA,HU,AL121909
19091112,1800,NA,HU,AL121909
19091113,0,NA,HU,AL121909
19091113,600,NA,HU,AL121909
19091113,1200,NA,HU,AL121909
19091113,1800,NA,HU,AL121909
19091114,0,NA,HU,AL121909
19091114,600,NA,HU,AL121909
19091114,1200,NA,HU,AL121909
19091114,1800,NA,HU,AL121909
19100823,600,NA,TS,AL011910
19100823,1200,NA,TS,AL011910
19100823,1800,NA,TS,AL011910
19100824,0,NA,TS,AL011910
19100824,600,NA,TS,AL011910
19100824,1200,NA,TS,AL011910
19100824,1800,NA,TD,AL011910
19100825,0,NA,TD,AL011910
19100825,600,NA,TD,AL011910
19100825,1200,NA,TD,AL011910
19100825,1800,NA,TD,AL011910
19100826,0,NA,TD,AL011910
19100826,600,NA,TD,AL011910
19100826,1200,NA,TD,AL011910
19100826,1800,NA,TD,AL011910
19100827,0,NA,EX,AL011910
19100827,600,NA,EX,AL011910
19100827,1200,NA,EX,AL011910
19100827,1800,NA,EX,AL011910
19100828,0,NA,EX,AL011910
19100828,600,NA,EX,AL011910
19100828,1200,NA,EX,AL011910
19100828,1800,NA,EX,AL011910
19100829,0,NA,EX,AL011910
19100829,600,NA,EX,AL011910
19100829,1200,NA,EX,AL011910
19100829,1800,NA,EX,AL011910
19100826,1200,NA,TD,AL021910
19100826,1800,NA,TD,AL021910
19100827,0,NA,TD,AL021910
19100827,600,NA,TD,AL021910
19100827,1200,NA,TD,AL021910
19100827,1800,NA,TD,AL021910
19100828,0,NA,TD,AL021910
19100828,600,NA,TD,AL021910
19100828,1200,NA,TD,AL021910
19100828,1800,NA,TD,AL021910
19100829,0,NA,TD,AL021910
19100829,600,NA,TD,AL021910
19100829,1200,NA,TD,AL021910
19100829,1800,NA,TD,AL021910
19100830,0,NA,TS,AL021910
19100830,600,NA,TS,AL021910
19100830,1200,NA,TS,AL021910
19100830,1800,NA,TS,AL021910
19100831,0,NA,TS,AL021910
19100831,600,NA,TS,AL021910
19100831,1200,NA,TD,AL021910
19100831,1800,NA,TD,AL021910
19100905,600,NA,TS,AL031910
19100905,1200,NA,HU,AL031910
19100905,1800,NA,HU,AL031910
19100906,0,NA,HU,AL031910
19100906,600,NA,HU,AL031910
19100906,1200,NA,HU,AL031910
19100906,1800,NA,HU,AL031910
19100907,0,NA,HU,AL031910
19100907,600,NA,HU,AL031910
19100907,1200,NA,HU,AL031910
19100907,1800,NA,HU,AL031910
19100908,0,NA,HU,AL031910
19100908,600,NA,HU,AL031910
19100908,1200,NA,HU,AL031910
19100908,1800,NA,HU,AL031910
19100909,0,NA,HU,AL031910
19100909,600,NA,HU,AL031910
19100909,1200,NA,HU,AL031910
19100909,1800,NA,HU,AL031910
19100910,0,NA,HU,AL031910
19100910,600,NA,HU,AL031910
19100910,1200,NA,HU,AL031910
19100910,1800,NA,HU,AL031910
19100911,0,NA,HU,AL031910
19100911,600,NA,HU,AL031910
19100911,1200,NA,HU,AL031910
19100911,1800,NA,HU,AL031910
19100912,0,NA,HU,AL031910
19100912,600,NA,HU,AL031910
19100912,1200,NA,HU,AL031910
19100912,1800,NA,HU,AL031910
19100913,0,NA,HU,AL031910
19100913,600,NA,HU,AL031910
19100913,1200,NA,HU,AL031910
19100913,1800,NA,HU,AL031910
19100914,0,NA,HU,AL031910
19100914,600,NA,HU,AL031910
19100914,1200,NA,HU,AL031910
19100914,1800,NA,HU,AL031910
19100914,2200,L,HU,AL031910
19100915,0,NA,HU,AL031910
19100915,600,NA,TS,AL031910
19100915,1200,NA,TS,AL031910
19100915,1800,NA,TD,AL031910
19100924,600,NA,TS,AL041910
19100924,1200,NA,TS,AL041910
19100924,1800,NA,TS,AL041910
19100925,0,NA,HU,AL041910
19100925,600,NA,HU,AL041910
19100925,1200,NA,HU,AL041910
19100925,1800,NA,HU,AL041910
19100926,0,NA,HU,AL041910
19100926,600,NA,HU,AL041910
19100926,1200,NA,HU,AL041910
19100926,1800,NA,HU,AL041910
19100927,0,NA,HU,AL041910
19100927,600,NA,HU,AL041910
19100927,1200,NA,EX,AL041910
19100927,1800,NA,EX,AL041910
19100928,0,NA,EX,AL041910
19100928,600,NA,EX,AL041910
19100928,1200,NA,EX,AL041910
19100928,1800,NA,EX,AL041910
19100929,0,NA,EX,AL041910
19100929,600,NA,EX,AL041910
19100929,1200,NA,EX,AL041910
19100929,1800,NA,EX,AL041910
19101009,600,NA,TD,AL051910
19101009,1200,NA,TD,AL051910
19101009,1800,NA,TD,AL051910
19101010,0,NA,TD,AL051910
19101010,600,NA,TD,AL051910
19101010,1200,NA,TD,AL051910
19101010,1800,NA,TD,AL051910
19101011,0,NA,TS,AL051910
19101011,600,NA,TS,AL051910
19101011,1200,NA,TS,AL051910
19101011,1800,NA,TS,AL051910
19101012,0,NA,TS,AL051910
19101012,600,NA,TS,AL051910
19101012,1200,NA,HU,AL051910
19101012,1800,NA,HU,AL051910
19101013,0,NA,HU,AL051910
19101013,600,NA,HU,AL051910
19101013,1200,NA,HU,AL051910
19101013,1800,NA,HU,AL051910
19101014,0,NA,HU,AL051910
19101014,600,NA,HU,AL051910
19101014,1200,NA,HU,AL051910
19101014,1800,NA,HU,AL051910
19101015,0,NA,HU,AL051910
19101015,600,NA,HU,AL051910
19101015,1200,NA,HU,AL051910
19101015,1800,NA,HU,AL051910
19101016,0,NA,HU,AL051910
19101016,600,NA,HU,AL051910
19101016,1200,NA,HU,AL051910
19101016,1800,NA,HU,AL051910
19101017,0,NA,HU,AL051910
19101017,600,NA,HU,AL051910
19101017,1200,NA,HU,AL051910
19101017,1800,NA,HU,AL051910
19101018,0,NA,HU,AL051910
19101018,600,L,HU,AL051910
19101018,1200,NA,HU,AL051910
19101018,1800,NA,TS,AL051910
19101019,0,NA,TS,AL051910
19101019,600,NA,TS,AL051910
19101019,1200,NA,TS,AL051910
19101019,1800,NA,TS,AL051910
19101020,0,NA,TS,AL051910
19101020,600,NA,TS,AL051910
19101020,1200,NA,TS,AL051910
19101020,1800,NA,TS,AL051910
19101021,0,NA,TS,AL051910
19101021,600,NA,EX,AL051910
19101021,1200,NA,EX,AL051910
19101021,1800,NA,EX,AL051910
19101022,0,NA,EX,AL051910
19101022,600,NA,EX,AL051910
19101022,1200,NA,EX,AL051910
19101022,1800,NA,EX,AL051910
19101023,0,NA,EX,AL051910
19101023,600,NA,EX,AL051910
19101023,1200,NA,EX,AL051910
19101023,1800,NA,EX,AL051910
19110804,1200,NA,TD,AL011911
19110804,1800,NA,TD,AL011911
19110805,0,NA,TD,AL011911
19110805,600,NA,TD,AL011911
19110805,1200,NA,TD,AL011911
19110805,1800,NA,TD,AL011911
19110806,0,NA,TD,AL011911
19110806,600,NA,TD,AL011911
19110806,1200,NA,TD,AL011911
19110806,1800,NA,TD,AL011911
19110807,0,NA,TD,AL011911
19110807,600,NA,TD,AL011911
19110807,1200,NA,TD,AL011911
19110807,1800,NA,TD,AL011911
19110808,0,NA,TD,AL011911
19110808,600,NA,TD,AL011911
19110808,1200,NA,TD,AL011911
19110808,1800,NA,TD,AL011911
19110809,0,NA,TS,AL011911
19110809,600,NA,TS,AL011911
19110809,1200,NA,TS,AL011911
19110809,1800,NA,TS,AL011911
19110810,0,NA,TS,AL011911
19110810,600,NA,TS,AL011911
19110810,1200,NA,TS,AL011911
19110810,1800,NA,TS,AL011911
19110811,0,NA,TS,AL011911
19110811,600,NA,TS,AL011911
19110811,1200,NA,TS,AL011911
19110811,1800,NA,TS,AL011911
19110812,0,NA,TD,AL011911
19110808,1200,NA,TD,AL021911
19110808,1800,NA,TD,AL021911
19110809,0,NA,TD,AL021911
19110809,600,NA,TS,AL021911
19110809,1200,NA,TS,AL021911
19110809,1800,NA,TS,AL021911
19110810,0,NA,TS,AL021911
19110810,600,NA,TS,AL021911
19110810,1200,NA,TS,AL021911
19110810,1800,NA,TS,AL021911
19110811,0,NA,TS,AL021911
19110811,600,NA,HU,AL021911
19110811,1200,NA,HU,AL021911
19110811,1800,NA,HU,AL021911
19110811,2200,L,HU,AL021911
19110812,0,NA,HU,AL021911
19110812,600,NA,TS,AL021911
19110812,1200,NA,TS,AL021911
19110812,1800,NA,TS,AL021911
19110813,0,NA,TS,AL021911
19110813,600,NA,TD,AL021911
19110813,1200,NA,TD,AL021911
19110813,1800,NA,TD,AL021911
19110814,0,NA,TD,AL021911
19110814,600,NA,TD,AL021911
19110814,1200,NA,TD,AL021911
19110823,600,NA,TS,AL031911
19110823,1200,NA,TS,AL031911
19110823,1800,NA,TS,AL031911
19110824,0,NA,TS,AL031911
19110824,600,NA,TS,AL031911
19110824,1200,NA,TS,AL031911
19110824,1800,NA,TS,AL031911
19110825,0,NA,HU,AL031911
19110825,600,NA,HU,AL031911
19110825,1200,NA,HU,AL031911
19110825,1800,NA,HU,AL031911
19110826,0,NA,HU,AL031911
19110826,600,NA,HU,AL031911
19110826,1200,NA,HU,AL031911
19110826,1800,NA,HU,AL031911
19110827,0,NA,HU,AL031911
19110827,600,NA,HU,AL031911
19110827,1200,NA,HU,AL031911
19110827,1800,NA,HU,AL031911
19110828,0,NA,HU,AL031911
19110828,600,NA,HU,AL031911
19110828,1e3,L,HU,AL031911
19110828,1200,NA,HU,AL031911
19110828,1800,NA,TS,AL031911
19110829,0,NA,TS,AL031911
19110829,600,NA,TS,AL031911
19110829,1200,NA,TS,AL031911
19110829,1800,NA,TD,AL031911
19110830,0,NA,TD,AL031911
19110830,600,NA,TD,AL031911
19110830,1200,NA,EX,AL031911
19110830,1800,NA,EX,AL031911
19110831,0,NA,EX,AL031911
19110831,600,NA,EX,AL031911
19110831,1200,NA,EX,AL031911
19110903,1200,NA,TD,AL041911
19110903,1800,NA,TD,AL041911
19110904,0,NA,TD,AL041911
19110904,600,NA,TD,AL041911
19110904,1200,NA,TS,AL041911
19110904,1800,NA,TS,AL041911
19110905,0,NA,TS,AL041911
19110905,600,NA,TS,AL041911
19110905,1200,NA,TS,AL041911
19110905,1800,NA,TS,AL041911
19110906,0,NA,TS,AL041911
19110906,600,NA,TS,AL041911
19110906,1200,NA,TS,AL041911
19110906,1800,NA,TS,AL041911
19110907,0,NA,TS,AL041911
19110907,600,NA,TS,AL041911
19110907,1200,NA,TS,AL041911
19110907,1800,NA,TS,AL041911
19110908,0,NA,TS,AL041911
19110908,600,NA,HU,AL041911
19110908,1200,NA,HU,AL041911
19110908,1800,NA,HU,AL041911
19110909,0,NA,HU,AL041911
19110909,600,NA,HU,AL041911
19110909,1200,NA,HU,AL041911
19110909,1800,NA,HU,AL041911
19110910,0,NA,HU,AL041911
19110910,600,NA,HU,AL041911
19110910,1200,NA,TS,AL041911
19110910,1800,NA,TS,AL041911
19110911,0,NA,TS,AL041911
19110911,600,NA,TS,AL041911
19110911,1200,NA,TS,AL041911
19110911,1800,NA,TS,AL041911
19110912,0,NA,TS,AL041911
19110912,600,NA,TS,AL041911
19110912,1200,NA,TD,AL041911
19110912,1800,NA,TD,AL041911
